ID,MeterID,VoltagephaseA,VoltagephaseB,VoltagephaseC,CurrentphaseA,CurrentphaseB,CurrentphaseC,Powerfactortotal,Totalactivepower,Totalreactivepower,Totalkilowatthour,ReverseTotalkilowatthour,Totalkilovarhour,ReverseTotalkilovarhour,StartReadingTime,EndReadingTime,UserName,TimeStamp,MeterName
336219,89,0,32571,32535,216,225,219,0.977,12150,2520,133416022.5,0,55489646.25,0,1/1/2020 9:35 AM,1/1/2020 9:36 AM,System Automatic,1/1/2020 9:36 AM,???? ??? ??????
336233,89,0,32889,32820,222,237,228,0.982,12420,2790,133419093.8,0,55490293.13,0,1/1/2020 9:50 AM,1/1/2020 9:51 AM,System Automatic,1/1/2020 9:51 AM,???? ??? ??????
336250,89,0,32985,32910,225,240,231,0.98,12690,2790,133422255,0,55490996.25,0,1/1/2020 10:05 AM,1/1/2020 10:06 AM,System Automatic,1/1/2020 10:06 AM,???? ??? ??????
336307,89,0,33057,33180,207,219,210,0.982,11880,2610,133428453.8,0,55492408.13,0,1/1/2020 10:35 AM,1/1/2020 10:36 AM,System Automatic,1/1/2020 10:36 AM,???? ??? ??????
336319,89,0,33117,33126,210,222,216,0.972,12060,2880,133431468.8,0,55493111.25,0,1/1/2020 10:50 AM,1/1/2020 10:51 AM,System Automatic,1/1/2020 10:51 AM,???? ??? ??????
336332,89,0,33195,33255,204,213,210,0.978,11700,2790,133434506.3,0,55493820,0,1/1/2020 11:05 AM,1/1/2020 11:06 AM,System Automatic,1/1/2020 11:06 AM,???? ??? ??????
336401,89,0,33216,33156,207,219,216,0.975,12060,2880,133440446.3,0,55495248.75,0,1/1/2020 11:35 AM,1/1/2020 11:36 AM,System Automatic,1/1/2020 11:36 AM,???? ??? ??????
336409,89,0,33066,33042,210,222,219,0.976,12240,2880,133443427.5,0,55495963.13,0,1/1/2020 11:50 AM,1/1/2020 11:51 AM,System Automatic,1/1/2020 11:51 AM,???? ??? ??????
336425,89,0,33180,33195,201,210,204,0.971,11430,2790,133446397.5,0,55496688.75,0,1/1/2020 12:05 PM,1/1/2020 12:06 PM,System Automatic,1/1/2020 12:06 PM,???? ??? ??????
336485,89,0,33159,33303,201,216,207,0.971,11520,2970,133451977.5,0,55498095,0,1/1/2020 12:35 PM,1/1/2020 12:36 PM,System Automatic,1/1/2020 12:36 PM,???? ??? ??????
336500,89,0,33192,33174,204,216,207,0.972,11700,2880,133454857.5,0,55498826.25,0,1/1/2020 12:50 PM,1/1/2020 12:51 PM,System Automatic,1/1/2020 12:51 PM,???? ??? ??????
336524,89,0,33081,33054,204,216,210,0.973,11700,2790,133458097.5,0,55499608.13,0,1/1/2020 1:06 PM,1/1/2020 1:07 PM,System Automatic,1/1/2020 1:07 PM,???? ??? ??????
336575,89,0,33003,32931,213,222,210,0.983,11610,2700,133463823.8,0,55500946.88,0,1/1/2020 1:35 PM,1/1/2020 1:36 PM,System Automatic,1/1/2020 1:36 PM,???? ??? ??????
336587,89,0,32985,33024,207,216,210,0.978,11700,2700,133466737.5,0,55501633.13,0,1/1/2020 1:50 PM,1/1/2020 1:51 PM,System Automatic,1/1/2020 1:51 PM,???? ??? ??????
336601,89,0,33090,33159,201,210,201,0.983,11430,2520,133469595,0,55502291.25,0,1/1/2020 2:05 PM,1/1/2020 2:06 PM,System Automatic,1/1/2020 2:06 PM,???? ??? ??????
336662,89,0,32937,32967,207,219,213,0.981,11880,2610,133475602.5,0,55503630,0,1/1/2020 2:35 PM,1/1/2020 2:36 PM,System Automatic,1/1/2020 2:36 PM,???? ??? ??????
336676,89,0,32694,32697,222,231,228,0.98,12420,2610,133478662.5,0,55504288.13,0,1/1/2020 2:50 PM,1/1/2020 2:51 PM,System Automatic,1/1/2020 2:51 PM,???? ??? ??????
336694,89,0,32691,32697,240,249,243,0.975,13500,2970,133481925,0,55505008.13,0,1/1/2020 3:05 PM,1/1/2020 3:06 PM,System Automatic,1/1/2020 3:06 PM,???? ??? ??????
336750,89,0,32289,32310,261,273,267,0.977,14400,3150,133488798.8,0,55506538.13,0,1/1/2020 3:35 PM,1/1/2020 3:36 PM,System Automatic,1/1/2020 3:36 PM,???? ??? ??????
336768,89,0,32025,32004,264,279,273,0.977,14760,3150,133492736.3,0,55507381.88,0,1/1/2020 3:51 PM,1/1/2020 3:52 PM,System Automatic,1/1/2020 3:52 PM,???? ??? ??????
336780,89,0,32313,32292,258,273,267,0.987,14490,2970,133496077.5,0,55508073.75,0,1/1/2020 4:05 PM,1/1/2020 4:06 PM,System Automatic,1/1/2020 4:06 PM,???? ??? ??????
336836,89,0,32271,32274,267,279,273,0.984,14940,2970,133503390,0,55509558.75,0,1/1/2020 4:35 PM,1/1/2020 4:36 PM,System Automatic,1/1/2020 4:36 PM,???? ??? ??????
336854,89,0,31881,31998,291,303,294,0.979,16020,3240,133507248.8,0,55510346.25,0,1/1/2020 4:50 PM,1/1/2020 4:51 PM,System Automatic,1/1/2020 4:51 PM,???? ??? ??????
336869,89,0,32013,32133,288,300,291,0.985,16110,3060,133511253.8,0,55511133.75,0,1/1/2020 5:05 PM,1/1/2020 5:06 PM,System Automatic,1/1/2020 5:06 PM,???? ??? ??????
336934,89,0,32226,32358,285,300,288,0.985,16020,2970,133519353.8,0,55512663.75,0,1/1/2020 5:35 PM,1/1/2020 5:36 PM,System Automatic,1/1/2020 5:36 PM,???? ??? ??????
336939,89,0,32289,32469,282,297,285,0.984,15930,2880,133523291.3,0,55513395,0,1/1/2020 5:50 PM,1/1/2020 5:51 PM,System Automatic,1/1/2020 5:51 PM,???? ??? ??????
336954,89,0,32238,32337,285,297,288,0.985,16020,2880,133527273.8,0,55514115,0,1/1/2020 6:05 PM,1/1/2020 6:06 PM,System Automatic,1/1/2020 6:06 PM,???? ??? ??????
337014,89,0,32577,32709,270,282,276,0.984,15390,2700,133535137.5,0,55515521.25,0,1/1/2020 6:35 PM,1/1/2020 6:36 PM,System Automatic,1/1/2020 6:36 PM,???? ??? ??????
337028,89,0,32877,32994,264,273,267,0.991,15030,2610,133538940,0,55516201.88,0,1/1/2020 6:50 PM,1/1/2020 6:51 PM,System Automatic,1/1/2020 6:51 PM,???? ??? ??????
337042,89,0,32595,32730,261,270,261,0.989,14850,2430,133542652.5,0,55516826.25,0,1/1/2020 7:05 PM,1/1/2020 7:06 PM,System Automatic,1/1/2020 7:06 PM,???? ??? ??????
337099,89,0,32496,32580,267,273,270,0.988,15030,2520,133550122.5,0,55518086.25,0,1/1/2020 7:35 PM,1/1/2020 7:36 PM,System Automatic,1/1/2020 7:36 PM,???? ??? ??????
337114,89,0,31743,32466,267,279,270,0.988,14940,2610,133553880,0,55518721.88,0,1/1/2020 7:50 PM,1/1/2020 7:51 PM,System Automatic,1/1/2020 7:51 PM,???? ??? ??????
337129,89,0,32418,32463,270,282,276,0.984,15300,2700,133557648.8,0,55519396.88,0,1/1/2020 8:05 PM,1/1/2020 8:06 PM,System Automatic,1/1/2020 8:06 PM,???? ??? ??????
337187,89,0,32472,32514,270,282,273,0.986,15210,2790,133565287.5,0,55520775,0,1/1/2020 8:35 PM,1/1/2020 8:36 PM,System Automatic,1/1/2020 8:36 PM,???? ??? ??????
337200,89,0,32592,32598,270,279,273,0.982,15210,2700,133569112.5,0,55521466.88,0,1/1/2020 8:50 PM,1/1/2020 8:51 PM,System Automatic,1/1/2020 8:51 PM,???? ??? ??????
337227,89,0,32865,32841,261,270,264,0.984,14850,2700,133573140,0,55522203.75,0,1/1/2020 9:06 PM,1/1/2020 9:07 PM,System Automatic,1/1/2020 9:07 PM,???? ??? ??????
337274,89,0,32619,32688,255,264,261,0.981,14490,2700,133580238.8,0,55523536.88,0,1/1/2020 9:35 PM,1/1/2020 9:36 PM,System Automatic,1/1/2020 9:36 PM,???? ??? ??????
337292,89,0,32658,32709,252,258,255,0.982,14220,2610,133583850,0,55524223.13,0,1/1/2020 9:50 PM,1/1/2020 9:51 PM,System Automatic,1/1/2020 9:51 PM,???? ??? ??????
337309,89,0,32718,32766,243,252,249,0.982,13860,2610,133587371.3,0,55524881.25,0,1/1/2020 10:05 PM,1/1/2020 10:06 PM,System Automatic,1/1/2020 10:06 PM,???? ??? ??????
337360,89,0,32778,32880,228,237,231,0.984,13050,2430,133594053.8,0,55526130,0,1/1/2020 10:35 PM,1/1/2020 10:36 PM,System Automatic,1/1/2020 10:36 PM,???? ??? ??????
337385,89,0,33030,33102,222,231,225,0.982,12690,2520,133597732.5,0,55526838.75,0,1/1/2020 10:50 PM,1/1/2020 10:53 PM,System Automatic,1/1/2020 10:53 PM,???? ??? ??????
337389,89,0,33273,33315,216,225,222,0.979,12510,2610,133600455,0,55527406.88,0,1/1/2020 11:05 PM,1/1/2020 11:06 PM,System Automatic,1/1/2020 11:06 PM,???? ??? ??????
337453,89,0,32925,33015,201,207,204,0.989,11430,2250,133606665,0,55528666.88,0,1/1/2020 11:36 PM,1/1/2020 11:37 PM,System Automatic,1/1/2020 11:37 PM,???? ??? ??????
337456,89,0,33045,33096,195,204,198,0.988,11160,2250,133609252.5,0,55529190,0,1/1/2020 11:50 PM,1/1/2020 11:51 PM,System Automatic,1/1/2020 11:51 PM,???? ??? ??????
337475,89,0,33348,33378,183,192,189,0.98,10620,2340,133612087.5,0,55529803.13,0,2/1/2020 12:05 AM,2/1/2020 12:07 AM,System Automatic,2/1/2020 12:07 AM,???? ??? ??????
337491,89,0,33891,33891,168,177,174,0.969,9720,2700,133617138.8,0,55531035,0,2/1/2020 12:36 AM,2/1/2020 12:37 AM,System Automatic,2/1/2020 12:37 AM,???? ??? ??????
337495,89,0,33999,33999,162,168,168,0.957,9360,2790,133619467.5,0,55531710,0,2/1/2020 12:50 AM,2/1/2020 12:51 AM,System Automatic,2/1/2020 12:51 AM,???? ??? ??????
337511,89,0,33813,33861,156,162,159,0.965,9000,2520,133621728.8,0,55532356.88,0,2/1/2020 1:05 AM,2/1/2020 1:06 AM,System Automatic,2/1/2020 1:06 AM,???? ??? ??????
337559,89,0,34041,34089,147,153,150,0.95,8370,2700,133626150,0,55533706.88,0,2/1/2020 1:35 AM,2/1/2020 1:36 AM,System Automatic,2/1/2020 1:36 AM,???? ??? ??????
337573,89,0,34059,34113,144,153,147,0.958,8190,2880,133628208.8,0,55534393.13,0,2/1/2020 1:50 AM,2/1/2020 1:51 AM,System Automatic,2/1/2020 1:51 AM,???? ??? ??????
337589,89,0,34146,34182,144,150,144,0.943,8010,2880,133630312.5,0,55535118.75,0,2/1/2020 2:05 AM,2/1/2020 2:07 AM,System Automatic,2/1/2020 2:07 AM,???? ??? ??????
337633,89,0,34161,34188,141,147,144,0.946,7920,2880,133634283.8,0,55536570,0,2/1/2020 2:35 AM,2/1/2020 2:37 AM,System Automatic,2/1/2020 2:37 AM,???? ??? ??????
337651,89,0,34215,34260,141,147,144,0.944,7830,2970,133636207.5,0,55537290,0,2/1/2020 2:50 AM,2/1/2020 2:51 AM,System Automatic,2/1/2020 2:51 AM,???? ??? ??????
337666,89,0,34239,34263,138,144,141,0.938,7830,2970,133638176.3,0,55538038.13,0,2/1/2020 3:05 AM,2/1/2020 3:06 AM,System Automatic,2/1/2020 3:06 AM,???? ??? ??????
337716,89,0,33951,33993,138,144,141,0.949,7740,2700,133642102.5,0,55539540,0,2/1/2020 3:35 AM,2/1/2020 3:36 AM,System Automatic,2/1/2020 3:36 AM,???? ??? ??????
337731,89,0,33951,33978,135,141,138,0.953,7650,2700,133644037.5,0,55540226.25,0,2/1/2020 3:50 AM,2/1/2020 3:51 AM,System Automatic,2/1/2020 3:51 AM,???? ??? ??????
337745,89,0,33957,33969,135,141,138,0.951,7650,2610,133645961.3,0,55540906.88,0,2/1/2020 4:05 AM,2/1/2020 4:06 AM,System Automatic,2/1/2020 4:06 AM,???? ??? ??????
337794,89,0,33879,33876,138,144,141,0.948,7830,2610,133649842.5,0,55542240,0,2/1/2020 4:35 AM,2/1/2020 4:36 AM,System Automatic,2/1/2020 4:36 AM,???? ??? ??????
337810,89,0,33894,33933,138,144,141,0.96,7830,2520,133651822.5,0,55542903.75,0,2/1/2020 4:50 AM,2/1/2020 4:51 AM,System Automatic,2/1/2020 4:51 AM,???? ??? ??????
337825,89,0,33813,33852,141,150,147,0.964,8100,2520,133653825,0,55543556.25,0,2/1/2020 5:05 AM,2/1/2020 5:06 AM,System Automatic,2/1/2020 5:06 AM,???? ??? ??????
337873,89,0,33726,33726,144,150,147,0.963,8190,2340,133657852.5,0,55544788.13,0,2/1/2020 5:35 AM,2/1/2020 5:36 AM,System Automatic,2/1/2020 5:36 AM,???? ??? ??????
337887,89,0,33534,33564,141,147,144,0.967,8010,2250,133659888.8,0,55545373.13,0,2/1/2020 5:50 AM,2/1/2020 5:51 AM,System Automatic,2/1/2020 5:51 AM,???? ??? ??????
337904,89,0,33531,33576,147,153,147,0.978,8370,2160,133661913.8,0,55545930,0,2/1/2020 6:05 AM,2/1/2020 6:06 AM,System Automatic,2/1/2020 6:06 AM,???? ??? ??????
337948,89,0,33630,33666,153,162,156,0.974,8820,2340,133666245,0,55547083.13,0,2/1/2020 6:35 AM,2/1/2020 6:36 AM,System Automatic,2/1/2020 6:36 AM,???? ??? ??????
337963,89,0,33447,33489,156,165,162,0.971,9000,2340,133668461.3,0,55547673.75,0,2/1/2020 6:50 AM,2/1/2020 6:51 AM,System Automatic,2/1/2020 6:51 AM,???? ??? ??????
337979,89,0,33429,33432,171,180,171,0.973,9540,2520,133670745,0,55548270,0,2/1/2020 7:05 AM,2/1/2020 7:06 AM,System Automatic,2/1/2020 7:06 AM,???? ??? ??????
338022,89,0,33015,33090,189,201,192,0.977,10710,2610,133675908.8,0,55549603.13,0,2/1/2020 7:35 AM,2/1/2020 7:36 AM,System Automatic,2/1/2020 7:36 AM,???? ??? ??????
338037,89,0,32778,32904,204,213,204,0.972,11430,2790,133678653.8,0,55550278.13,0,2/1/2020 7:50 AM,2/1/2020 7:51 AM,System Automatic,2/1/2020 7:51 AM,???? ??? ??????
338053,89,0,32682,32844,204,216,213,0.974,11700,2880,133681590,0,55551026.25,0,2/1/2020 8:05 AM,2/1/2020 8:07 AM,System Automatic,2/1/2020 8:07 AM,???? ??? ??????
338094,89,0,32364,32406,228,240,231,0.974,12600,3150,133687687.5,0,55552533.75,0,2/1/2020 8:35 AM,2/1/2020 8:36 AM,System Automatic,2/1/2020 8:36 AM,???? ??? ??????
338111,89,0,31947,31971,246,261,258,0.977,13860,3330,133690950,0,55553355,0,2/1/2020 8:50 AM,2/1/2020 8:51 AM,System Automatic,2/1/2020 8:51 AM,???? ??? ??????
338126,89,0,32364,32376,234,246,240,0.976,13140,3060,133694268.8,0,55554148.13,0,2/1/2020 9:05 AM,2/1/2020 9:06 AM,System Automatic,2/1/2020 9:06 AM,???? ??? ??????
338169,89,0,32385,32394,243,261,252,0.976,13860,3240,133700906.3,0,55555706.25,0,2/1/2020 9:35 AM,2/1/2020 9:36 AM,System Automatic,2/1/2020 9:36 AM,???? ??? ??????
338187,89,0,32472,32454,243,258,249,0.979,13590,3150,133704382.5,0,55556533.13,0,2/1/2020 9:50 AM,2/1/2020 9:51 AM,System Automatic,2/1/2020 9:51 AM,???? ??? ??????
338207,89,0,32328,32343,246,261,255,0.976,13860,3240,133708162.5,0,55557438.75,0,2/1/2020 10:06 AM,2/1/2020 10:08 AM,System Automatic,2/1/2020 10:08 AM,???? ??? ??????
338213,89,0,32439,32505,240,255,246,0.976,13500,3240,133709197.5,0,55557691.88,0,2/1/2020 10:11 AM,2/1/2020 10:12 AM,Manual System Main Screen Gauge for All Meters,2/1/2020 10:12 AM,???? ??? ??????
338253,89,0,32673,32691,231,246,240,0.976,13230,3150,133714653.8,0,55559013.75,0,2/1/2020 10:35 AM,2/1/2020 10:36 AM,System Automatic,2/1/2020 10:36 AM,???? ??? ??????
338271,89,0,31836,31830,273,291,279,0.977,14940,3420,133718265,0,55559880,0,2/1/2020 10:50 AM,2/1/2020 10:51 AM,System Automatic,2/1/2020 10:51 AM,???? ??? ??????
338281,89,0,31497,31542,297,312,303,0.977,16200,3780,133722135,0,55560791.25,0,2/1/2020 11:05 AM,2/1/2020 11:06 AM,System Automatic,2/1/2020 11:06 AM,???? ??? ??????
338328,89,0,31893,31863,294,309,306,0.979,16380,3600,133730268.8,0,55562653.13,0,2/1/2020 11:35 AM,2/1/2020 11:36 AM,System Automatic,2/1/2020 11:36 AM,???? ??? ??????
338350,89,0,32094,32091,291,309,300,0.982,16470,3510,133734678.8,0,55563615,0,2/1/2020 11:51 AM,2/1/2020 11:52 AM,System Automatic,2/1/2020 11:52 AM,???? ??? ??????
338355,89,0,31767,31845,306,324,318,0.979,17100,3690,133738548.8,0,55564453.13,0,2/1/2020 12:05 PM,2/1/2020 12:06 PM,Manual System Main Screen Gauge for All Meters,2/1/2020 12:06 PM,???? ??? ??????
338369,89,0,31833,31758,309,324,315,0.98,17100,3690,133739010,0,55564548.75,0,2/1/2020 12:06 PM,2/1/2020 12:08 PM,System Automatic,2/1/2020 12:08 PM,???? ??? ??????
338402,89,0,32100,32049,297,312,306,0.979,16560,3510,133747042.5,0,55566281.25,0,2/1/2020 12:35 PM,2/1/2020 12:36 PM,System Automatic,2/1/2020 12:36 PM,???? ??? ??????
338417,89,0,31512,31512,318,330,324,0.975,17280,3780,133751340,0,55567226.25,0,2/1/2020 12:50 PM,2/1/2020 12:51 PM,System Automatic,2/1/2020 12:51 PM,???? ??? ??????
338430,89,0,31716,31710,309,324,318,0.982,17100,3510,133755671.3,0,55568148.75,0,2/1/2020 1:05 PM,2/1/2020 1:06 PM,System Automatic,2/1/2020 1:06 PM,???? ??? ??????
338474,89,0,31734,31689,309,324,318,0.982,17010,3510,133764221.3,0,55569948.75,0,2/1/2020 1:35 PM,2/1/2020 1:36 PM,System Automatic,2/1/2020 1:36 PM,???? ??? ??????
338489,89,0,31734,31800,309,324,318,0.983,17100,3510,133768462.5,0,55570826.25,0,2/1/2020 1:50 PM,2/1/2020 1:51 PM,System Automatic,2/1/2020 1:51 PM,???? ??? ??????
338513,89,0,31752,31797,309,324,315,0.98,17010,3510,133773007.5,0,55571760,0,2/1/2020 2:05 PM,2/1/2020 2:07 PM,System Automatic,2/1/2020 2:07 PM,???? ??? ??????
338544,89,0,32061,32049,297,312,309,0.98,16740,3330,133781017.5,0,55573408.13,0,2/1/2020 2:35 PM,2/1/2020 2:36 PM,System Automatic,2/1/2020 2:36 PM,???? ??? ??????
338570,89,0,32307,32295,288,303,297,0.98,16290,3240,133785450,0,55574291.25,0,2/1/2020 2:51 PM,2/1/2020 2:52 PM,System Automatic,2/1/2020 2:52 PM,???? ??? ??????
338576,89,0,32058,32085,297,312,306,0.983,16560,3330,133789263.8,0,55575078.75,0,2/1/2020 3:05 PM,2/1/2020 3:06 PM,System Automatic,2/1/2020 3:06 PM,???? ??? ??????
338622,89,0,32061,32142,297,312,303,0.985,16560,3240,133797577.5,0,55576766.25,0,2/1/2020 3:35 PM,2/1/2020 3:36 PM,System Automatic,2/1/2020 3:36 PM,???? ??? ??????
338635,89,0,32304,32370,288,300,297,0.979,16290,3240,133801796.3,0,55577598.75,0,2/1/2020 3:50 PM,2/1/2020 3:51 PM,System Automatic,2/1/2020 3:51 PM,???? ??? ??????
338659,89,0,32718,32721,276,291,285,0.987,15840,3060,133806543.8,0,55578538.13,0,2/1/2020 4:06 PM,2/1/2020 4:09 PM,System Automatic,2/1/2020 4:09 PM,???? ??? ??????
338694,89,0,32214,32214,294,306,300,0.987,16470,3150,133813867.5,0,55579983.75,0,2/1/2020 4:35 PM,2/1/2020 4:36 PM,System Automatic,2/1/2020 4:36 PM,???? ??? ??????
338705,89,0,31911,31884,300,312,309,0.987,16740,3240,133817962.5,0,55580788.13,0,2/1/2020 4:50 PM,2/1/2020 4:51 PM,System Automatic,2/1/2020 4:51 PM,???? ??? ??????
338725,89,0,31539,31563,312,321,321,0.989,17190,3150,133822575,0,55581676.88,0,2/1/2020 5:06 PM,2/1/2020 5:07 PM,System Automatic,2/1/2020 5:07 PM,???? ??? ??????
338761,89,0,31587,31578,309,321,318,0.984,17100,2970,133830832.5,0,55583190,0,2/1/2020 5:35 PM,2/1/2020 5:36 PM,System Automatic,2/1/2020 5:36 PM,???? ??? ??????
338776,89,0,31767,31761,303,315,309,0.988,16740,2970,133835040,0,55583938.13,0,2/1/2020 5:50 PM,2/1/2020 5:51 PM,System Automatic,2/1/2020 5:51 PM,???? ??? ??????
338792,89,0,32016,32127,291,300,297,0.986,16200,2790,133839202.5,0,55584658.13,0,2/1/2020 6:05 PM,2/1/2020 6:06 PM,System Automatic,2/1/2020 6:06 PM,???? ??? ??????
338831,89,0,32229,32373,285,294,285,0.988,15840,2700,133847190,0,55586013.75,0,2/1/2020 6:35 PM,2/1/2020 6:36 PM,System Automatic,2/1/2020 6:36 PM,???? ??? ??????
338848,89,0,32232,32322,282,294,288,0.992,15840,2610,133851195,0,55586700,0,2/1/2020 6:50 PM,2/1/2020 6:51 PM,System Automatic,2/1/2020 6:51 PM,???? ??? ??????
338861,89,0,32367,32352,282,291,288,0.984,15930,2700,133855143.8,0,55587375,0,2/1/2020 7:05 PM,2/1/2020 7:06 PM,System Automatic,2/1/2020 7:06 PM,???? ??? ??????
338902,89,0,32193,32286,288,300,291,0.983,16200,2790,133863255,0,55588798.13,0,2/1/2020 7:35 PM,2/1/2020 7:36 PM,System Automatic,2/1/2020 7:36 PM,???? ??? ??????
338915,89,0,32292,32325,291,303,297,0.988,16290,2880,133867260,0,55589506.88,0,2/1/2020 7:50 PM,2/1/2020 7:51 PM,System Automatic,2/1/2020 7:51 PM,???? ??? ??????
338930,89,0,32358,32436,285,297,291,0.986,16110,2880,133871355,0,55590243.75,0,2/1/2020 8:05 PM,2/1/2020 8:06 PM,System Automatic,2/1/2020 8:06 PM,???? ??? ??????
338971,89,0,32658,32634,279,294,288,0.984,15930,2880,133879342.5,0,55591695,0,2/1/2020 8:35 PM,2/1/2020 8:36 PM,System Automatic,2/1/2020 8:36 PM,???? ??? ??????
338986,89,0,32727,32709,279,291,288,0.988,16020,2880,133883336.3,0,55592426.25,0,2/1/2020 8:50 PM,2/1/2020 8:51 PM,System Automatic,2/1/2020 8:51 PM,???? ??? ??????
339001,89,0,32415,32460,279,291,285,0.985,15750,2790,133887453.8,0,55593180,0,2/1/2020 9:05 PM,2/1/2020 9:07 PM,System Automatic,2/1/2020 9:07 PM,???? ??? ??????
339037,89,0,32598,32655,270,282,276,0.986,15390,2700,133895103.8,0,55594541.25,0,2/1/2020 9:35 PM,2/1/2020 9:36 PM,System Automatic,2/1/2020 9:36 PM,???? ??? ??????
339052,89,0,32799,32871,264,273,267,0.987,15030,2790,133898928.8,0,55595238.75,0,2/1/2020 9:50 PM,2/1/2020 9:51 PM,System Automatic,2/1/2020 9:51 PM,???? ??? ??????
339068,89,0,32934,32913,258,267,264,0.985,14760,2790,133902675,0,55595941.88,0,2/1/2020 10:05 PM,2/1/2020 10:06 PM,System Automatic,2/1/2020 10:06 PM,???? ??? ??????
339107,89,0,32733,32715,246,258,255,0.986,14130,2610,133909897.5,0,55597308.75,0,2/1/2020 10:35 PM,2/1/2020 10:36 PM,System Automatic,2/1/2020 10:36 PM,???? ??? ??????
339124,89,0,32865,32835,240,249,246,0.983,13680,2610,133913497.5,0,55597995,0,2/1/2020 10:50 PM,2/1/2020 10:52 PM,System Automatic,2/1/2020 10:52 PM,???? ??? ??????
339146,89,0,32946,33003,231,240,237,0.982,13230,2610,133916985,0,55598686.88,0,2/1/2020 11:06 PM,2/1/2020 11:07 PM,System Automatic,2/1/2020 11:07 PM,???? ??? ??????
339173,89,0,33027,33063,219,228,222,0.98,12510,2520,133923172.5,0,55599918.75,0,2/1/2020 11:35 PM,2/1/2020 11:36 PM,System Automatic,2/1/2020 11:36 PM,???? ??? ??????
339187,89,0,33372,33321,204,213,210,0.979,11790,2520,133926210,0,55600560,0,2/1/2020 11:50 PM,2/1/2020 11:51 PM,System Automatic,2/1/2020 11:51 PM,???? ??? ??????
339201,89,0,33525,33525,198,207,204,0.98,11430,2610,133929157.5,0,55601218.13,0,3/1/2020 12:05 AM,3/1/2020 12:06 AM,System Automatic,3/1/2020 12:06 AM,???? ??? ??????
339225,89,0,33555,33546,183,192,189,0.972,10620,2610,133934748.8,0,55602528.75,0,3/1/2020 12:36 AM,3/1/2020 12:37 AM,System Automatic,3/1/2020 12:37 AM,???? ??? ??????
339230,89,0,33678,33678,180,186,183,0.971,10350,2610,133937313.8,0,55603186.88,0,3/1/2020 12:50 AM,3/1/2020 12:51 AM,System Automatic,3/1/2020 12:51 AM,???? ??? ??????
339240,89,0,32676,32712,267,279,273,0.983,15210,2880,134328352.5,0,55693293.75,0,4/1/2020 9:48 AM,4/1/2020 9:49 AM,Manual System Main Screen Gauge for All Meters,4/1/2020 9:49 AM,???? ??? ??????
339249,89,0,33378,33423,249,264,258,0.991,14670,2250,134385153.8,0,55703205,0,4/1/2020 1:14 PM,4/1/2020 1:16 PM,Manual System Main Screen Gauge for All Meters,4/1/2020 1:16 PM,???? ??? ??????
339265,89,0,33153,33177,216,225,222,0.983,12510,2430,134625937.5,0,55752991.88,0,5/1/2020 8:35 AM,5/1/2020 8:36 AM,System Automatic,5/1/2020 8:36 AM,???? ??? ??????
339278,89,0,33006,33102,222,231,225,0.991,12690,2430,134629132.5,0,55753616.25,0,5/1/2020 8:50 AM,5/1/2020 8:51 AM,System Automatic,5/1/2020 8:51 AM,???? ??? ??????
339293,89,0,32547,32694,234,243,240,0.987,13320,2340,134632372.5,0,55754218.13,0,5/1/2020 9:05 AM,5/1/2020 9:06 AM,System Automatic,5/1/2020 9:06 AM,???? ??? ??????
339377,89,0,32706,32814,255,264,258,0.988,14400,2520,134639493.8,0,55755568.13,0,5/1/2020 9:35 AM,5/1/2020 9:36 AM,System Automatic,5/1/2020 9:36 AM,???? ??? ??????
339387,89,0,32661,32760,255,264,261,0.99,14580,2520,134643015,0,55756181.25,0,5/1/2020 9:50 AM,5/1/2020 9:51 AM,System Automatic,5/1/2020 9:51 AM,???? ??? ??????
339399,89,0,32544,32577,252,264,258,0.991,14400,2340,134644927.5,0,55756501.88,0,5/1/2020 9:57 AM,5/1/2020 9:59 AM,Manual System Main Screen Gauge for All Meters,5/1/2020 9:59 AM,???? ??? ??????
339414,89,0,32466,32499,255,267,261,0.991,14490,2340,134646637.5,0,55756783.13,0,5/1/2020 10:05 AM,5/1/2020 10:06 AM,System Automatic,5/1/2020 10:06 AM,???? ??? ??????
339492,89,0,32583,32565,264,279,270,0.989,15120,2430,134653893.8,0,55757958.75,0,5/1/2020 10:35 AM,5/1/2020 10:36 AM,System Automatic,5/1/2020 10:36 AM,???? ??? ??????
339504,89,0,32439,32487,264,279,270,0.988,15030,2340,134657685,0,55758583.13,0,5/1/2020 10:50 AM,5/1/2020 10:51 AM,System Automatic,5/1/2020 10:51 AM,???? ??? ??????
339518,89,0,32223,32277,276,288,279,0.991,15480,2430,134661487.5,0,55759173.75,0,5/1/2020 11:05 AM,5/1/2020 11:06 AM,System Automatic,5/1/2020 11:06 AM,???? ??? ??????
339601,89,0,32385,32529,270,282,273,0.99,15210,2340,134668980,0,55760343.75,0,5/1/2020 11:35 AM,5/1/2020 11:36 AM,System Automatic,5/1/2020 11:36 AM,???? ??? ??????
339614,89,0,32559,32619,273,288,282,0.993,15660,2430,134672827.5,0,55760951.25,0,5/1/2020 11:50 AM,5/1/2020 11:51 AM,System Automatic,5/1/2020 11:51 AM,???? ??? ??????
339634,89,0,32439,32460,282,294,288,0.993,16020,2520,134676843.8,0,55761598.13,0,5/1/2020 12:05 PM,5/1/2020 12:06 PM,System Automatic,5/1/2020 12:06 PM,???? ??? ??????
